Year,Month,Day,Period,WindBusA
2020,2,15,22,11.3
2020,2,15,23,22.9
2020,2,15,24,21.5
2020,2,16,1,23.6
2020,2,16,2,20.5
2020,2,16,3,20.1
2020,2,16,4,20
2020,2,16,5,10.4
2020,2,16,6,6.4
2020,2,16,7,11.3
2020,2,16,8,12.7
2020,2,16,9,31
2020,2,16,10,18.7
2020,2,16,11,4.2
2020,2,16,12,3.1
2020,2,16,13,2.3
2020,2,16,14,15.2
2020,2,16,15,15
2020,2,16,16,0.4
2020,2,16,17,0.2
2020,2,16,18,0.2
2020,2,16,19,14.7
2020,2,16,20,99.7
2020,2,16,21,117
2020,2,16,22,65.1
2020,2,16,23,68.9
2020,2,16,24,69.6
2020,2,17,1,31
2020,2,17,2,29.4
2020,2,17,3,4.4
2020,2,17,4,67
2020,2,17,5,117.6
2020,2,17,6,135.5
2020,2,17,7,126.8
2020,2,17,8,127.4
2020,2,17,9,125.4
2020,2,17,10,139
2020,2,17,11,113.6
2020,2,17,12,98.6
2020,2,17,13,83.5
2020,2,17,14,61.1
2020,2,17,15,56.7
2020,2,17,16,59.8
2020,2,17,17,61.1
2020,2,17,18,46.1
2020,2,17,19,90.5
2020,2,17,20,34.4
2020,2,17,21,11.1
2020,2,17,22,15.8
2020,2,17,23,79
2020,2,17,24,108.2
2020,2,18,1,145.2
2020,2,18,2,142.7
2020,2,18,3,121.3
2020,2,18,4,38
2020,2,18,5,42.2
2020,2,18,6,108.9
2020,2,18,7,115.3
2020,2,18,8,110.8
2020,2,18,9,122.6
2020,2,18,10,135.9
2020,2,18,11,138.9
2020,2,18,12,120.9
2020,2,18,13,96.5
2020,2,18,14,78.9
2020,2,18,15,52.8
2020,2,18,16,44.6
2020,2,18,17,35.9
2020,2,18,18,49.1
2020,2,18,19,94.7
2020,2,18,20,109
2020,2,18,21,111.9
2020,2,18,22,133.1
2020,2,18,23,143.7
2020,2,18,24,144.1
2020,2,19,1,140.8
2020,2,19,2,140
2020,2,19,3,135
2020,2,19,4,135.8
2020,2,19,5,129.6
2020,2,19,6,143.2
2020,2,19,7,137.5
2020,2,19,8,141.9
2020,2,19,9,146
2020,2,19,10,145.2
2020,2,19,11,119.3
2020,2,19,12,106.1
2020,2,19,13,129.6
2020,2,19,14,109.6
2020,2,19,15,89.3
2020,2,19,16,93.2
2020,2,19,17,114.7
2020,2,19,18,143.9
2020,2,19,19,144.2
2020,2,19,20,138.4
2020,2,19,21,127.1
2020,2,19,22,106
2020,2,19,23,96.5
2020,2,19,24,100.9
2020,2,20,1,101
2020,2,20,2,101.7
2020,2,20,3,140.3
2020,2,20,4,147
2020,2,20,5,146.4
2020,2,20,6,147.3
2020,2,20,7,147.6
2020,2,20,8,147.4
2020,2,20,9,147.9
2020,2,20,10,147
2020,2,20,11,147
2020,2,20,12,146.6
2020,2,20,13,146.9
2020,2,20,14,146.7
2020,2,20,15,145.2
2020,2,20,16,147.2
2020,2,20,17,148
2020,2,20,18,146.9
2020,2,20,19,90.1
2020,2,20,20,28.6
2020,2,20,21,0.9
2020,2,20,22,0
2020,2,20,23,5.1
2020,2,20,24,12.4
2020,2,21,1,17.8
2020,2,21,2,49.4
2020,2,21,3,54.9
2020,2,21,4,39.8
2020,2,21,5,24.5
2020,2,21,6,19.2
2020,2,21,7,31.8
2020,2,21,8,28.3
2020,2,21,9,6.6
2020,2,21,10,8.2
2020,2,21,11,8.9
2020,2,21,12,2.1
2020,2,21,13,0.5
2020,2,21,14,0.6
2020,2,21,15,1.3
2020,2,21,16,6.9
2020,2,21,17,19.3
2020,2,21,18,11.3
2020,2,21,19,31.1
2020,2,21,20,39.6
2020,2,21,21,15.5
2020,2,21,22,9.1
2020,2,21,23,4.8
2020,2,21,24,2.4
2020,2,22,1,3
2020,2,22,2,7.2
2020,2,22,3,13.6
2020,2,22,4,20.8
2020,2,22,5,23.4
2020,2,22,6,26.1
2020,2,22,7,26.2
2020,2,22,8,30.6
2020,2,22,9,27.1
2020,2,22,10,19.2
2020,2,22,11,16.1
2020,2,22,12,11.9
2020,2,22,13,8.8
2020,2,22,14,5.1
2020,2,22,15,2.7
2020,2,22,16,1.7
2020,2,22,17,1.1
2020,2,22,18,1.6
2020,2,22,19,1.3
2020,2,22,20,4.8
2020,2,22,21,7.3
2020,2,22,22,3.9
2020,2,22,23,2.6
2020,2,22,24,2.3
2020,2,23,1,5.4
2020,2,23,2,3.2
2020,2,23,3,1.1
2020,2,23,4,0
2020,2,23,5,7.4
2020,2,23,6,24.7
2020,2,23,7,14.4
2020,2,23,8,0
2020,2,23,9,0.2
2020,2,23,10,0
2020,2,23,11,0
2020,2,23,12,0
2020,2,23,13,0.4
2020,2,23,14,7.7
2020,2,23,15,45.2
2020,2,23,16,73.8
2020,2,23,17,40.1
2020,2,23,18,51.4
2020,2,23,19,105.1
2020,2,23,20,94.3
2020,2,23,21,9.1
2020,2,23,22,24.2
2020,2,23,23,67.1
2020,2,23,24,23.4
2020,2,24,1,43.5
2020,2,24,2,104.6
2020,2,24,3,123.1
2020,2,24,4,111.9
2020,2,24,5,95.7
2020,2,24,6,127.3
2020,2,24,7,125.3
2020,2,24,8,124.8
2020,2,24,9,145
2020,2,24,10,145.8
2020,2,24,11,128.7
2020,2,24,12,45.2
2020,2,24,13,9
2020,2,24,14,28.6
2020,2,24,15,74.7
2020,2,24,16,115.5
2020,2,24,17,46.5
2020,2,24,18,0
2020,2,24,19,0
2020,2,24,20,0
2020,2,24,21,0
2020,2,24,22,3.5
2020,2,24,23,89.7
2020,2,24,24,123.6
2020,2,25,1,107.5
2020,2,25,2,115
2020,2,25,3,107.1
2020,2,25,4,104
2020,2,25,5,104
2020,2,25,6,57.3
2020,2,25,7,20.5
2020,2,25,8,2.9
2020,2,25,9,12.1
2020,2,25,10,36.5
2020,2,25,11,79
2020,2,25,12,117.7
2020,2,25,13,126.3
2020,2,25,14,116.7
2020,2,25,15,111.9
2020,2,25,16,78.9
2020,2,25,17,39.5
2020,2,25,18,148.3
2020,2,25,19,137.1
2020,2,25,20,143
2020,2,25,21,147.3
2020,2,25,22,144.4
2020,2,25,23,145.4
2020,2,25,24,142.4
2020,2,26,1,141.1
2020,2,26,2,141.9
2020,2,26,3,112.2
2020,2,26,4,46.1
2020,2,26,5,3.5
2020,2,26,6,2
2020,2,26,7,4.7
2020,2,26,8,3.2
2020,2,26,9,0.5
2020,2,26,10,4.4
2020,2,26,11,2.3
2020,2,26,12,0.1
2020,2,26,13,0.3
2020,2,26,14,0.3
2020,2,26,15,0
2020,2,26,16,0.6
2020,2,26,17,31.3
2020,2,26,18,26
2020,2,26,19,20.3
2020,2,26,20,76.7
2020,2,26,21,86.8
2020,2,26,22,148
2020,2,26,23,148
2020,2,26,24,148.2
2020,2,27,1,148.3
2020,2,27,2,147.3
2020,2,27,3,144.2
2020,2,27,4,137.7
2020,2,27,5,82.8
2020,2,27,6,57.4
2020,2,27,7,120.7
2020,2,27,8,87.2
2020,2,27,9,125.1
2020,2,27,10,89.9
2020,2,27,11,131.5
2020,2,27,12,144.4
2020,2,27,13,109.7
2020,2,27,14,73.6
2020,2,27,15,50.4
2020,2,27,16,91.6
2020,2,27,17,83.8
2020,2,27,18,0
2020,2,27,19,0
2020,2,27,20,0
2020,2,27,21,0.4
2020,2,27,22,62.9
2020,2,27,23,79.2
2020,2,27,24,31.5
2020,2,28,1,0.7
2020,2,28,2,0
2020,2,28,3,10.8
2020,2,28,4,38.6
2020,2,28,5,26
2020,2,28,6,57.9
2020,2,28,7,56.1
2020,2,28,8,32.8
2020,2,28,9,27.9
2020,2,28,10,24.8
2020,2,28,11,20.6
2020,2,28,12,16
2020,2,28,13,7.1
2020,2,28,14,0.9
2020,2,28,15,1.4
2020,2,28,16,1.1
2020,2,28,17,1.9
2020,2,28,18,0.2
2020,2,28,19,0
2020,2,28,20,0.1
2020,2,28,21,14.8
2020,2,28,22,83.8
2020,2,28,23,77
2020,2,28,24,44.9
2020,2,29,1,22.3
2020,2,29,2,5.8
2020,2,29,3,7.6
2020,2,29,4,1
2020,2,29,5,1.6
2020,2,29,6,8.8
2020,2,29,7,23.2
2020,2,29,8,65.1
2020,2,29,9,87.5
2020,2,29,10,52.9
2020,2,29,11,1.9
2020,2,29,12,31.5
2020,2,29,13,35.5
2020,2,29,14,23.6
2020,2,29,15,5.3
2020,2,29,16,0.3
2020,2,29,17,0.2
2020,2,29,18,0.5
2020,2,29,19,0
2020,2,29,20,3.7
2020,2,29,21,15.5
2020,2,29,22,33.2
2020,2,29,23,65.8
2020,2,29,24,103.2
2020,3,1,1,5.4
2020,3,1,2,3.2
2020,3,1,3,1.1
2020,3,1,4,0
2020,3,1,5,7.4
2020,3,1,6,24.7
2020,3,1,7,14.4
2020,3,1,8,0
2020,3,1,9,0.2
2020,3,1,10,0
2020,3,1,11,0
2020,3,1,12,0
2020,3,1,13,0.4
2020,3,1,14,7.7
2020,3,1,15,45.2
2020,3,1,16,73.8
2020,3,1,17,40.1
2020,3,1,18,51.4
2020,3,1,19,105.1
2020,3,1,20,94.3
2020,3,1,21,9.1
2020,3,1,22,24.2
2020,3,1,23,67.1
2020,3,1,24,23.4
2020,3,2,1,43.5
2020,3,2,2,104.6
2020,3,2,3,123.1
2020,3,2,4,111.9
2020,3,2,5,95.7
2020,3,2,6,127.3
2020,3,2,7,125.3
2020,3,2,8,124.8
2020,3,2,9,145
2020,3,2,10,145.8
2020,3,2,11,128.7
2020,3,2,12,45.2
2020,3,2,13,9
2020,3,2,14,28.6
2020,3,2,15,74.7
2020,3,2,16,115.5
2020,3,2,17,46.5
2020,3,2,18,0
2020,3,2,19,0
2020,3,2,20,0
2020,3,2,21,0
2020,3,2,22,3.5
2020,3,2,23,89.7
2020,3,2,24,123.6
2020,3,3,1,107.5
2020,3,3,2,115
2020,3,3,3,107.1
2020,3,3,4,104
2020,3,3,5,104
2020,3,3,6,57.3
2020,3,3,7,20.5
2020,3,3,8,2.9
2020,3,3,9,12.1
2020,3,3,10,36.5
2020,3,3,11,79
2020,3,3,12,117.7
2020,3,3,13,126.3
2020,3,3,14,116.7
2020,3,3,15,111.9
2020,3,3,16,78.9
2020,3,3,17,39.5
2020,3,3,18,148.3
2020,3,3,19,137.1
2020,3,3,20,143
2020,3,3,21,147.3
2020,3,3,22,144.4
2020,3,3,23,145.4
2020,3,3,24,142.4
2020,3,4,1,141.1
2020,3,4,2,141.9
2020,3,4,3,112.2
2020,3,4,4,46.1
2020,3,4,5,3.5
2020,3,4,6,2
2020,3,4,7,4.7
2020,3,4,8,3.2
2020,3,4,9,0.5
2020,3,4,10,4.4
2020,3,4,11,2.3
2020,3,4,12,0.1
2020,3,4,13,0.3
2020,3,4,14,0.3
2020,3,4,15,0
2020,3,4,16,0.6
2020,3,4,17,31.3
2020,3,4,18,26
2020,3,4,19,20.3
2020,3,4,20,76.7
2020,3,4,21,86.8
2020,3,4,22,148
2020,3,4,23,148
2020,3,4,24,148.2
2020,3,5,1,148.3
2020,3,5,2,147.3
2020,3,5,3,144.2
2020,3,5,4,137.7
2020,3,5,5,82.8
2020,3,5,6,57.4
2020,3,5,7,120.7
2020,3,5,8,87.2
2020,3,5,9,125.1
2020,3,5,10,89.9
2020,3,5,11,131.5
2020,3,5,12,144.4
2020,3,5,13,109.7
2020,3,5,14,73.6
2020,3,5,15,50.4
2020,3,5,16,91.6
2020,3,5,17,83.8
2020,3,5,18,0
2020,3,5,19,0
2020,3,5,20,0
2020,3,5,21,0.4
2020,3,5,22,62.9
2020,3,5,23,79.2
2020,3,5,24,31.5
2020,3,6,1,0.7
2020,3,6,2,0
2020,3,6,3,10.8
2020,3,6,4,38.6
2020,3,6,5,26
2020,3,6,6,57.9
2020,3,6,7,56.1
2020,3,6,8,32.8
2020,3,6,9,27.9
2020,3,6,10,24.8
2020,3,6,11,20.6
2020,3,6,12,16
2020,3,6,13,7.1
2020,3,6,14,0.9
2020,3,6,15,1.4
2020,3,6,16,1.1
2020,3,6,17,1.9
2020,3,6,18,0.2
2020,3,6,19,0
2020,3,6,20,0.1
2020,3,6,21,14.8
2020,3,6,22,83.8
2020,3,6,23,77
2020,3,6,24,44.9
2020,3,7,1,22.3
2020,3,7,2,5.8
2020,3,7,3,7.6
2020,3,7,4,1
2020,3,7,5,1.6
2020,3,7,6,8.8
2020,3,7,7,23.2
2020,3,7,8,65.1
2020,3,7,9,87.5
2020,3,7,10,52.9
2020,3,7,11,1.9
2020,3,7,12,31.5
2020,3,7,13,35.5
2020,3,7,14,23.6
2020,3,7,15,5.3
2020,3,7,16,0.3
2020,3,7,17,0.2
2020,3,7,18,0.5
2020,3,7,19,0
2020,3,7,20,3.7
2020,3,7,21,15.5
2020,3,7,22,33.2
2020,3,7,23,65.8
2020,3,7,24,103.2
2020,3,8,1,124.2
2020,3,8,2,136.1
2020,3,8,3,139.2
2020,3,8,4,140.6
2020,3,8,5,148.3
2020,3,8,6,148.3
2020,3,8,7,148.3
2020,3,8,8,137.7
2020,3,8,9,74.6
2020,3,8,10,23.9
2020,3,8,11,33.7
2020,3,8,12,68.1
2020,3,8,13,32.2
2020,3,8,14,27.6
2020,3,8,15,68.9
2020,3,8,16,33.2
2020,3,8,17,23.1
2020,3,8,18,85.2
2020,3,8,19,124.9
2020,3,8,20,135.8
2020,3,8,21,127.5
2020,3,8,22,144
2020,3,8,23,145.7
2020,3,8,24,145.9
2020,3,9,1,145.6
2020,3,9,2,140.5
2020,3,9,3,137.9
2020,3,9,4,128.7
2020,3,9,5,120.8
2020,3,9,6,128.3
2020,3,9,7,124.9
2020,3,9,8,132.4
2020,3,9,9,133
2020,3,9,10,106.6
2020,3,9,11,95.3
2020,3,9,12,143.5
2020,3,9,13,118.2
2020,3,9,14,101.2
2020,3,9,15,76
2020,3,9,16,44.7
2020,3,9,17,49
2020,3,9,18,104.9
2020,3,9,19,23.8
2020,3,9,20,78.4
2020,3,9,21,83.3
2020,3,9,22,109.2
2020,3,9,23,127.1
2020,3,9,24,114.5
2020,3,10,1,115.6
2020,3,10,2,99.4
2020,3,10,3,74.3
2020,3,10,4,112.3
2020,3,10,5,112.1
2020,3,10,6,112
2020,3,10,7,112.2
2020,3,10,8,133.9
2020,3,10,9,145.4
2020,3,10,10,136.8
2020,3,10,11,129.2
2020,3,10,12,140.5
2020,3,10,13,125
2020,3,10,14,141.4
2020,3,10,15,107.5
2020,3,10,16,93.3
2020,3,10,17,100.9
2020,3,10,18,102
2020,3,10,19,113.8
2020,3,10,20,119.9
2020,3,10,21,107.7
2020,3,10,22,74
2020,3,10,23,67.8
2020,3,10,24,100.1
2020,3,11,1,100.1
2020,3,11,2,112.3
2020,3,11,3,124.6
2020,3,11,4,112.3
2020,3,11,5,127.4
2020,3,11,6,146.5
2020,3,11,7,145.7
2020,3,11,8,147.5
2020,3,11,9,147.8
2020,3,11,10,143.1
2020,3,11,11,146.2
2020,3,11,12,140.7
2020,3,11,13,142.2
2020,3,11,14,135.7
2020,3,11,15,132.5
2020,3,11,16,116.3
2020,3,11,17,139
2020,3,11,18,144.4
2020,3,11,19,142.2
2020,3,11,20,128.7
2020,3,11,21,133.4
2020,3,11,22,144.2
2020,3,11,23,147.1
2020,3,11,24,147.2
2020,3,12,1,147
2020,3,12,2,145.9
2020,3,12,3,147
2020,3,12,4,147.9
2020,3,12,5,147.7
2020,3,12,6,147.6
2020,3,12,7,146.1
2020,3,12,8,146.9
2020,3,12,9,147.6
2020,3,12,10,145.9
2020,3,12,11,146
2020,3,12,12,141.8
2020,3,12,13,145
2020,3,12,14,112.9
2020,3,12,15,96.6
2020,3,12,16,120.8
2020,3,12,17,137.2
2020,3,12,18,128.7
2020,3,12,19,121.2
2020,3,12,20,107.3
2020,3,12,21,114
2020,3,12,22,118
2020,3,12,23,119.1
2020,3,12,24,108.2
2020,3,13,1,115.1
2020,3,13,2,112
2020,3,13,3,99.5
2020,3,13,4,97.8
2020,3,13,5,80.1
2020,3,13,6,52.7
2020,3,13,7,33.5
2020,3,13,8,31.3
2020,3,13,9,29.3
2020,3,13,10,16.9
2020,3,13,11,9.8
2020,3,13,12,5.1
2020,3,13,13,6.1
2020,3,13,14,8
2020,3,13,15,4.1
2020,3,13,16,5.5
2020,3,13,17,4.8
2020,3,13,18,10.9
2020,3,13,19,10.2
2020,3,13,20,6.9
2020,3,13,21,6.8
2020,3,13,22,6.4
2020,3,13,23,0
2020,3,13,24,0
2020,3,14,1,0
2020,3,14,2,0.3
2020,3,14,3,1.4
2020,3,14,4,15.1
2020,3,14,5,33.8
2020,3,14,6,36.7
2020,3,14,7,30.5
2020,3,14,8,22.8
2020,3,14,9,23.8
2020,3,14,10,21.8
2020,3,14,11,19.2
2020,3,14,12,13.4
2020,3,14,13,8.1
2020,3,14,14,2.2
2020,3,14,15,0.7
2020,3,14,16,0.8
2020,3,14,17,0.5
2020,3,14,18,0.2
2020,3,14,19,1.6
2020,3,14,20,1.5
2020,3,14,21,0.7
2020,3,14,22,0.9
2020,3,14,23,10.2
2020,3,14,24,33.7
2020,3,15,1,15.7
2020,3,15,2,33.6
2020,3,15,3,44
2020,3,15,4,44.5
2020,3,15,5,48.4
2020,3,15,6,46.9
2020,3,15,7,40.2
2020,3,15,8,40.3
2020,3,15,9,37.1
2020,3,15,10,22.6
2020,3,15,11,7.1
2020,3,15,12,8.1
2020,3,15,13,10.9
2020,3,15,14,9.1
2020,3,15,15,6.6
2020,3,15,16,2.8
2020,3,15,17,1.3
2020,3,15,18,0
2020,3,15,19,0
2020,3,15,20,2.7
2020,3,15,21,71.2
2020,3,15,22,32.3
2020,3,15,23,25
2020,3,15,24,29.1
2020,3,16,1,27.1
2020,3,16,2,47.4
2020,3,16,3,64.5
2020,3,16,4,31.5
2020,3,16,5,54.6
2020,3,16,6,51
2020,3,16,7,62.2
2020,3,16,8,52.4
2020,3,16,9,42.8
2020,3,16,10,29.7
2020,3,16,11,0
2020,3,16,12,0
2020,3,16,13,4.7
2020,3,16,14,16.8
2020,3,16,15,11.5
2020,3,16,16,9.8
2020,3,16,17,6.4
2020,3,16,18,2.7
2020,3,16,19,7.1
2020,3,16,20,23.5
2020,3,16,21,23
2020,3,16,22,32
2020,3,16,23,24.8
2020,3,16,24,24.2
2020,3,17,1,6.8
2020,3,17,2,50
2020,3,17,3,45.2
2020,3,17,4,8.9
2020,3,17,5,30.4
2020,3,17,6,57.2
2020,3,17,7,38.3
2020,3,17,8,57.9
2020,3,17,9,58.7
2020,3,17,10,33.6
2020,3,17,11,12.1
2020,3,17,12,1.8
2020,3,17,13,4.8
2020,3,17,14,21.3
2020,3,17,15,22.1
2020,3,17,16,10.9
2020,3,17,17,11.5
2020,3,17,18,17.1
2020,3,17,19,4.1
2020,3,17,20,0.9
2020,3,17,21,11.3
2020,3,17,22,29
2020,3,17,23,10.2
2020,3,17,24,23.9
2020,3,18,1,76.5
2020,3,18,2,80.7
2020,3,18,3,92
2020,3,18,4,118.2
2020,3,18,5,110.4
2020,3,18,6,111
2020,3,18,7,116.4
2020,3,18,8,113.9
2020,3,18,9,121
2020,3,18,10,99.3
2020,3,18,11,78
2020,3,18,12,62.2
2020,3,18,13,53.3
2020,3,18,14,39.9
2020,3,18,15,82.8
2020,3,18,16,79.4
2020,3,18,17,48.4
2020,3,18,18,19.7
2020,3,18,19,19.7
2020,3,18,20,61.5
2020,3,18,21,51.8
2020,3,18,22,49.3
2020,3,18,23,90.6
2020,3,18,24,67.7
2020,3,19,1,90.5
2020,3,19,2,52.7
2020,3,19,3,28.6
2020,3,19,4,47.2
2020,3,19,5,36.1
2020,3,19,6,28.6
2020,3,19,7,31.4
2020,3,19,8,27.8
2020,3,19,9,71.8
2020,3,19,10,29.8
2020,3,19,11,27.2
2020,3,19,12,61.1
2020,3,19,13,78
2020,3,19,14,57.4
2020,3,19,15,16.2
2020,3,19,16,113.5
2020,3,19,17,134.9
2020,3,19,18,116.8
2020,3,19,19,124.1
2020,3,19,20,69.3
2020,3,19,21,65.5
2020,3,19,22,99.1
2020,3,19,23,85.4
2020,3,19,24,54.6
2020,3,20,1,22
2020,3,20,2,39.5
2020,3,20,3,83.8
2020,3,20,4,68.4
2020,3,20,5,5.3
2020,3,20,6,0.4
2020,3,20,7,0
2020,3,20,8,3.5
2020,3,20,9,5.1
2020,3,20,10,0
2020,3,20,11,0
2020,3,20,12,0
2020,3,20,13,0
2020,3,20,14,0
2020,3,20,15,0
2020,3,20,16,0.5
2020,3,20,17,0
2020,3,20,18,2.7
2020,3,20,19,0
2020,3,20,20,0
2020,3,20,21,0.8
2020,3,20,22,8.1
2020,3,20,23,18.7
2020,3,20,24,32.9
2020,3,21,1,18.6
2020,3,21,2,8.6
2020,3,21,3,15.7
2020,3,21,4,23.7
2020,3,21,5,6.9
2020,3,21,6,6.1
2020,3,21,7,13
2020,3,21,8,20.4
2020,3,21,9,24.4
2020,3,21,10,13.1
2020,3,21,11,10.5
2020,3,21,12,9.7
2020,3,21,13,1
2020,3,21,14,1.5
2020,3,21,15,8.2
2020,3,21,16,6.9
2020,3,21,17,15.1
2020,3,21,18,9.9
2020,3,21,19,3.3
2020,3,21,20,4.1
2020,3,21,21,10.9
2020,3,21,22,26.7
2020,3,21,23,12.9
2020,3,21,24,20.6
2020,3,22,1,7.5
2020,3,22,2,6.1
2020,3,22,3,6.8
2020,3,22,4,17.3
2020,3,22,5,19.5
2020,3,22,6,18.1
2020,3,22,7,19.8
2020,3,22,8,16.7
2020,3,22,9,20.5
2020,3,22,10,11.7
2020,3,22,11,12.4
2020,3,22,12,10.5
2020,3,22,13,7.2
2020,3,22,14,10
2020,3,22,15,6.6
2020,3,22,16,1.4
2020,3,22,17,0.1
2020,3,22,18,6.9
2020,3,22,19,2.1
2020,3,22,20,0
2020,3,22,21,1
2020,3,22,22,6.9
2020,3,22,23,0.7
2020,3,22,24,0
2020,3,23,1,0
2020,3,23,2,0
2020,3,23,3,0.8
2020,3,23,4,18.3
2020,3,23,5,21.8
2020,3,23,6,35.4
2020,3,23,7,39.7
2020,3,23,8,45.8
2020,3,23,9,42.9
2020,3,23,10,21.5
2020,3,23,11,17.6
2020,3,23,12,7.6
2020,3,23,13,2.5
2020,3,23,14,2.2
2020,3,23,15,1.7
2020,3,23,16,0.4
2020,3,23,17,1
2020,3,23,18,2.2
2020,3,23,19,7.8
2020,3,23,20,6.3
2020,3,23,21,2.7
2020,3,23,22,0
2020,3,23,23,0.1
2020,3,23,24,0.6
2020,3,24,1,25.4
2020,3,24,2,33.1
2020,3,24,3,23.6
2020,3,24,4,6.8
2020,3,24,5,22.7
2020,3,24,6,17.5
2020,3,24,7,13.1
2020,3,24,8,5.8
2020,3,24,9,3.3
2020,3,24,10,2.3
2020,3,24,11,0.1
2020,3,24,12,0
2020,3,24,13,2.2
2020,3,24,14,5.4
2020,3,24,15,9.8
2020,3,24,16,2.5
2020,3,24,17,3.2
2020,3,24,18,71.1
2020,3,24,19,41.3
2020,3,24,20,34.3
2020,3,24,21,46.4
2020,3,24,22,58.1
2020,3,24,23,86
2020,3,24,24,82.3
2020,3,25,1,107.9
2020,3,25,2,132.2
2020,3,25,3,125.3
2020,3,25,4,119.4
2020,3,25,5,83.2
2020,3,25,6,65.8
2020,3,25,7,57.5
2020,3,25,8,92.6
2020,3,25,9,63.7
2020,3,25,10,21.5
2020,3,25,11,17
2020,3,25,12,17.2
2020,3,25,13,10.8
2020,3,25,14,4.1
2020,3,25,15,1.1
2020,3,25,16,0
2020,3,25,17,0.3
2020,3,25,18,4.9
2020,3,25,19,5.4
2020,3,25,20,31.6
2020,3,25,21,79.8
2020,3,25,22,61.3
2020,3,25,23,22.7
2020,3,25,24,54.6
2020,3,26,1,51
2020,3,26,2,71.8
2020,3,26,3,96.8
2020,3,26,4,127.2
2020,3,26,5,132.9
2020,3,26,6,113.7
2020,3,26,7,102.7
2020,3,26,8,93.6
2020,3,26,9,63.5
2020,3,26,10,12.5
2020,3,26,11,14.9
2020,3,26,12,12.5
2020,3,26,13,6.5
2020,3,26,14,6.7
2020,3,26,15,6.7
2020,3,26,16,5.6
2020,3,26,17,11.8
2020,3,26,18,41.6
2020,3,26,19,26.3
2020,3,26,20,6.4
2020,3,26,21,120.5
2020,3,26,22,140
2020,3,26,23,142.6
2020,3,26,24,131.7
2020,3,27,1,138.8
2020,3,27,2,119
2020,3,27,3,116.9
2020,3,27,4,124.8
2020,3,27,5,113.2
2020,3,27,6,100.8
2020,3,27,7,98.7
2020,3,27,8,118.8
2020,3,27,9,122.9
2020,3,27,10,119.8
2020,3,27,11,111.5
2020,3,27,12,51.6
2020,3,27,13,30.4
2020,3,27,14,20.4
2020,3,27,15,33.7
2020,3,27,16,42.2
2020,3,27,17,37.3
2020,3,27,18,12.1
2020,3,27,19,6.7
2020,3,27,20,7.1
2020,3,27,21,2.3
2020,3,27,22,71.6
2020,3,27,23,84.9
2020,3,27,24,106.1
2020,3,28,1,107.7
2020,3,28,2,63.3
2020,3,28,3,11.5
2020,3,28,4,12.3
2020,3,28,5,11
2020,3,28,6,34.9
2020,3,28,7,26.4
2020,3,28,8,17.1
2020,3,28,9,17.7
2020,3,28,10,13.7
2020,3,28,11,2.6
2020,3,28,12,9.3
2020,3,28,13,17.6
2020,3,28,14,11.8
2020,3,28,15,10.1
2020,3,28,16,17.4
2020,3,28,17,28.6
2020,3,28,18,0.7
2020,3,28,19,7.5
2020,3,28,20,51.5
2020,3,28,21,38.3
2020,3,28,22,82
2020,3,28,23,91.7
2020,3,28,24,79.6
2020,3,29,1,95.7
2020,3,29,2,103.3
2020,3,29,3,110.2
2020,3,29,4,121.5
2020,3,29,5,123.8
2020,3,29,6,130.6
2020,3,29,7,127.5
2020,3,29,8,114.6
2020,3,29,9,93.7
2020,3,29,10,86.5
2020,3,29,11,104.9
2020,3,29,12,98.2
2020,3,29,13,65.9
2020,3,29,14,39
2020,3,29,15,61.5
2020,3,29,16,82.2
2020,3,29,17,41.4
2020,3,29,18,33.8
2020,3,29,19,29.6
2020,3,29,20,25.4
2020,3,29,21,25.2
2020,3,29,22,8.2
2020,3,29,23,10.2
2020,3,29,24,21.5
2020,3,30,1,26.1
2020,3,30,2,17.4
2020,3,30,3,9
2020,3,30,4,0.8
2020,3,30,5,0.6
2020,3,30,6,2.3
2020,3,30,7,1
2020,3,30,8,0
2020,3,30,9,0
2020,3,30,10,0
2020,3,30,11,0
2020,3,30,12,0.4
2020,3,30,13,3.1
2020,3,30,14,2.2
2020,3,30,15,1.5
2020,3,30,16,1.1
2020,3,30,17,1.9
2020,3,30,18,5.6
2020,3,30,19,7.8
2020,3,30,20,8.6
2020,3,30,21,51.5
2020,3,30,22,91.5
2020,3,30,23,48
2020,3,30,24,20.8
2020,3,31,1,13.9
2020,3,31,2,3.5
2020,3,31,3,8.7
2020,3,31,4,4.8
2020,3,31,5,4.2
2020,3,31,6,80.5
2020,3,31,7,47.7
2020,3,31,8,45.4
2020,3,31,9,42.9
2020,3,31,10,10.2
2020,3,31,11,8.4
2020,3,31,12,6.8
2020,3,31,13,11.3
2020,3,31,14,31.2
2020,3,31,15,17
2020,3,31,16,8
2020,3,31,17,12.8
2020,3,31,18,1.8
2020,3,31,19,4.3
2020,3,31,20,15.7
2020,3,31,21,12.1
2020,3,31,22,1.9
2020,3,31,23,0.3
2020,3,31,24,10
2020,4,1,1,2
2020,4,1,2,0
2020,4,1,3,0
2020,4,1,4,1.1
2020,4,1,5,4.7
2020,4,1,6,12.7
2020,4,1,7,32.2
2020,4,1,8,51.4
2020,4,1,9,32.6
2020,4,1,10,11.6
2020,4,1,11,3.7
2020,4,1,12,3.2
2020,4,1,13,5.6
2020,4,1,14,8.7
2020,4,1,15,13.5
2020,4,1,16,13.6
2020,4,1,17,6.9
