Year,Month,Day,Period,HydroDispatch1,HydroDispatch2,HydroDispatch3
2020,3,29,20,25.9,25.9,25.9
2020,3,29,21,26.4,26.4,26.4
2020,3,29,22,19.3,19.3,19.3
2020,3,29,23,13.2,13.2,13.2
2020,3,29,24,12.7,12.7,12.7
2020,3,30,1,12.7,12.7,12.7
2020,3,30,2,13.2,13.2,13.2
2020,3,30,3,14.2,14.2,14.2
2020,3,30,4,25.5,25.5,25.5
2020,3,30,5,32.5,32.5,32.5
2020,3,30,6,38.7,38.7,38.7
2020,3,30,7,38.7,38.7,38.7
2020,3,30,8,39.2,39.2,39.2
2020,3,30,9,38.2,38.2,38.2
2020,3,30,10,39.2,39.2,39.2
2020,3,30,11,38.7,38.7,38.7
2020,3,30,12,39.2,39.2,39.2
2020,3,30,13,38.2,38.2,38.2
2020,3,30,14,38.2,38.2,38.2
2020,3,30,15,38.2,38.2,38.2
2020,3,30,16,37.3,37.3,37.3
2020,3,30,17,36.8,36.8,36.8
2020,3,30,18,37.3,37.3,37.3
2020,3,30,19,38.2,38.2,38.2
2020,3,30,20,38.2,38.2,38.2
2020,3,30,21,39.2,39.2,39.2
2020,3,30,22,18.9,18.9,18.9
2020,3,30,23,16,16,16
2020,3,30,24,12.3,12.3,12.3
2020,3,31,1,12.7,12.7,12.7
2020,3,31,2,12.7,12.7,12.7
2020,3,31,3,12.3,12.3,12.3
2020,3,31,4,13.7,13.7,13.7
2020,3,31,5,26.4,26.4,26.4
2020,3,31,6,38.2,38.2,38.2
2020,3,31,7,39.6,39.6,39.6
2020,3,31,8,38.2,38.2,38.2
2020,3,31,9,39.2,39.2,39.2
2020,3,31,10,38.2,38.2,38.2
2020,3,31,11,39.6,39.6,39.6
2020,3,31,12,38.2,38.2,38.2
2020,3,31,13,37.7,37.7,37.7
2020,3,31,14,38.7,38.7,38.7
2020,3,31,15,38.2,38.2,38.2
2020,3,31,16,38.7,38.7,38.7
2020,3,31,17,37.7,37.7,37.7
2020,3,31,18,36.8,36.8,36.8
2020,3,31,19,37.7,37.7,37.7
2020,3,31,20,36.3,36.3,36.3
2020,3,31,21,29.2,29.2,29.2
2020,3,31,22,26.4,26.4,26.4
2020,3,31,23,25.9,25.9,25.9
2020,3,31,24,25,25,25
2020,4,1,1,13.2,13.2,13.2
2020,4,1,2,12.7,12.7,12.7
2020,4,1,3,12.7,12.7,12.7
2020,4,1,4,12.3,12.3,12.3
2020,4,1,5,12.7,12.7,12.7
2020,4,1,6,25,25,25
2020,4,1,7,38.7,38.7,38.7
2020,4,1,8,38.7,38.7,38.7
2020,4,1,9,38.7,38.7,38.7
2020,4,1,10,38.7,38.7,38.7
2020,4,1,11,39.6,39.6,39.6
2020,4,1,12,37.3,37.3,37.3
2020,4,1,13,30.2,30.2,30.2
2020,4,1,14,25.9,25.9,25.9
2020,4,1,15,26.4,26.4,26.4
2020,4,1,16,25.9,25.9,25.9
2020,4,1,17,25.5,25.5,25.5
2020,4,1,18,33,33,33
2020,4,1,19,29.2,29.2,29.2
2020,4,1,20,30.2,30.2,30.2
2020,4,1,21,29.2,29.2,29.2
2020,4,1,22,25.5,25.5,25.5
2020,4,1,23,25.5,25.5,25.5
2020,4,1,24,13.2,13.2,13.2
2020,4,2,1,12.3,12.3,12.3
2020,4,2,2,12.7,12.7,12.7
2020,4,2,3,12.7,12.7,12.7
2020,4,2,4,12.3,12.3,12.3
2020,4,2,5,15.1,15.1,15.1
2020,4,2,6,25.5,25.5,25.5
2020,4,2,7,25.5,25.5,25.5
2020,4,2,8,26.4,26.4,26.4
2020,4,2,9,38.2,38.2,38.2
2020,4,2,10,39.2,39.2,39.2
2020,4,2,11,37.7,37.7,37.7
2020,4,2,12,38.2,38.2,38.2
2020,4,2,13,38.2,38.2,38.2
2020,4,2,14,37.7,37.7,37.7
2020,4,2,15,38.7,38.7,38.7
2020,4,2,16,38.2,38.2,38.2
2020,4,2,17,38.2,38.2,38.2
2020,4,2,18,37.7,37.7,37.7
2020,4,2,19,38.2,38.2,38.2
2020,4,2,20,37.7,37.7,37.7
2020,4,2,21,38.7,38.7,38.7
2020,4,2,22,38.2,38.2,38.2
2020,4,2,23,29.2,29.2,29.2
2020,4,2,24,24.5,24.5,24.5
2020,4,3,1,25,25,25
2020,4,3,2,25,25,25
2020,4,3,3,25,25,25
2020,4,3,4,25.5,25.5,25.5
2020,4,3,5,25.9,25.9,25.9
2020,4,3,6,25.5,25.5,25.5
2020,4,3,7,31.6,31.6,31.6
2020,4,3,8,32.5,32.5,32.5
2020,4,3,9,35.8,35.8,35.8
2020,4,3,10,38.7,38.7,38.7
2020,4,3,11,38.7,38.7,38.7
2020,4,3,12,39.2,39.2,39.2
2020,4,3,13,38.2,38.2,38.2
2020,4,3,14,38.7,38.7,38.7
2020,4,3,15,38.7,38.7,38.7
2020,4,3,16,38.7,38.7,38.7
2020,4,3,17,38.7,38.7,38.7
2020,4,3,18,38.7,38.7,38.7
2020,4,3,19,34,34,34
2020,4,3,20,32.1,32.1,32.1
2020,4,3,21,25.5,25.5,25.5
2020,4,3,22,24.5,24.5,24.5
2020,4,3,23,12.7,12.7,12.7
2020,4,3,24,12.7,12.7,12.7
2020,4,4,1,12.7,12.7,12.7
2020,4,4,2,12.7,12.7,12.7
2020,4,4,3,12.7,12.7,12.7
2020,4,4,4,12.7,12.7,12.7
2020,4,4,5,12.7,12.7,12.7
2020,4,4,6,12.7,12.7,12.7
2020,4,4,7,13.2,13.2,13.2
2020,4,4,8,16.5,16.5,16.5
2020,4,4,9,17.5,17.5,17.5
2020,4,4,10,38.2,38.2,38.2
2020,4,4,11,38.7,38.7,38.7
2020,4,4,12,39.2,39.2,39.2
2020,4,4,13,38.2,38.2,38.2
2020,4,4,14,38.7,38.7,38.7
2020,4,4,15,38.7,38.7,38.7
2020,4,4,16,38.7,38.7,38.7
2020,4,4,17,38.7,38.7,38.7
2020,4,4,18,38.7,38.7,38.7
2020,4,4,19,38.7,38.7,38.7
2020,4,4,20,37.7,37.7,37.7
2020,4,4,21,15.1,15.1,15.1
2020,4,4,22,12.7,12.7,12.7
2020,4,4,23,12.7,12.7,12.7
2020,4,4,24,12.7,12.7,12.7
2020,4,5,1,16,16,16
2020,4,5,2,16.5,16.5,16.5
2020,4,5,3,25.5,25.5,25.5
2020,4,5,4,26.4,26.4,26.4
2020,4,5,5,38.7,38.7,38.7
2020,4,5,6,38.7,38.7,38.7
2020,4,5,7,39.2,39.2,39.2
2020,4,5,8,38.7,38.7,38.7
2020,4,5,9,38.7,38.7,38.7
2020,4,5,10,38.7,38.7,38.7
2020,4,5,11,38.7,38.7,38.7
2020,4,5,12,38.7,38.7,38.7
2020,4,5,13,38.2,38.2,38.2
2020,4,5,14,37.7,37.7,37.7
2020,4,5,15,37.3,37.3,37.3
2020,4,5,16,37.7,37.7,37.7
2020,4,5,17,38.7,38.7,38.7
2020,4,5,18,38.2,38.2,38.2
2020,4,5,19,38.2,38.2,38.2
2020,4,5,20,26.9,26.9,26.9
2020,4,5,21,25.9,25.9,25.9
2020,4,5,22,25.5,25.5,25.5
2020,4,5,23,26.4,26.4,26.4
2020,4,5,24,17,17,17
2020,4,6,1,25.5,25.5,25.5
2020,4,6,2,25.9,25.9,25.9
2020,4,6,3,25.9,25.9,25.9
2020,4,6,4,25.5,25.5,25.5
2020,4,6,5,39.2,39.2,39.2
2020,4,6,6,38.7,38.7,38.7
2020,4,6,7,38.7,38.7,38.7
2020,4,6,8,38.7,38.7,38.7
2020,4,6,9,38.7,38.7,38.7
2020,4,6,10,38.7,38.7,38.7
2020,4,6,11,37.3,37.3,37.3
2020,4,6,12,36.3,36.3,36.3
2020,4,6,13,38.2,38.2,38.2
2020,4,6,14,38.2,38.2,38.2
2020,4,6,15,38.2,38.2,38.2
2020,4,6,16,38.2,38.2,38.2
2020,4,6,17,38.2,38.2,38.2
2020,4,6,18,33,33,33
2020,4,6,19,38.2,38.2,38.2
2020,4,6,20,37.7,37.7,37.7
2020,4,6,21,25.9,25.9,25.9
2020,4,6,22,25.5,25.5,25.5
2020,4,6,23,25.5,25.5,25.5
2020,4,6,24,17.5,17.5,17.5
2020,4,7,1,25.5,25.5,25.5
2020,4,7,2,26.4,26.4,26.4
2020,4,7,3,25.5,25.5,25.5
2020,4,7,4,25.5,25.5,25.5
2020,4,7,5,31.6,31.6,31.6
2020,4,7,6,38.2,38.2,38.2
2020,4,7,7,39.2,39.2,39.2
2020,4,7,8,38.2,38.2,38.2
2020,4,7,9,38.2,38.2,38.2
2020,4,7,10,38.2,38.2,38.2
2020,4,7,11,39.2,39.2,39.2
2020,4,7,12,38.2,38.2,38.2
2020,4,7,13,38.7,38.7,38.7
2020,4,7,14,38.7,38.7,38.7
2020,4,7,15,38.7,38.7,38.7
2020,4,7,16,39.2,39.2,39.2
2020,4,7,17,38.2,38.2,38.2
2020,4,7,18,39.2,39.2,39.2
2020,4,7,19,35.4,35.4,35.4
2020,4,7,20,26.4,26.4,26.4
2020,4,7,21,25,25,25
2020,4,7,22,24.1,24.1,24.1
2020,4,7,23,25.5,25.5,25.5
2020,4,7,24,25.5,25.5,25.5
2020,4,8,1,25.9,25.9,25.9
2020,4,8,2,25.5,25.5,25.5
2020,4,8,3,25.9,25.9,25.9
2020,4,8,4,25.5,25.5,25.5
2020,4,8,5,27.8,27.8,27.8
2020,4,8,6,38.2,38.2,38.2
2020,4,8,7,39.6,39.6,39.6
2020,4,8,8,38.2,38.2,38.2
2020,4,8,9,38.7,38.7,38.7
2020,4,8,10,38.7,38.7,38.7
2020,4,8,11,38.2,38.2,38.2
2020,4,8,12,39.2,39.2,39.2
2020,4,8,13,38.2,38.2,38.2
2020,4,8,14,39.2,39.2,39.2
2020,4,8,15,38.2,38.2,38.2
2020,4,8,16,35.8,35.8,35.8
2020,4,8,17,25.9,25.9,25.9
2020,4,8,18,5.7,5.7,5.7
2020,4,8,19,12.7,12.7,12.7
2020,4,8,20,13.2,13.2,13.2
2020,4,8,21,12.7,12.7,12.7
2020,4,8,22,12.7,12.7,12.7
2020,4,8,23,13.2,13.2,13.2
2020,4,8,24,12.7,12.7,12.7
2020,4,9,1,13.2,13.2,13.2
2020,4,9,2,12.7,12.7,12.7
2020,4,9,3,13.2,13.2,13.2
2020,4,9,4,13.7,13.7,13.7
2020,4,9,5,27.4,27.4,27.4
2020,4,9,6,38.2,38.2,38.2
2020,4,9,7,38.7,38.7,38.7
2020,4,9,8,38.7,38.7,38.7
2020,4,9,9,38.2,38.2,38.2
2020,4,9,10,38.7,38.7,38.7
2020,4,9,11,39.2,39.2,39.2
2020,4,9,12,38.2,38.2,38.2
2020,4,9,13,39.2,39.2,39.2
2020,4,9,14,38.2,38.2,38.2
2020,4,9,15,39.2,39.2,39.2
2020,4,9,16,38.2,38.2,38.2
2020,4,9,17,37.7,37.7,37.7
2020,4,9,18,36.8,36.8,36.8
2020,4,9,19,28.8,28.8,28.8
2020,4,9,20,24.5,24.5,24.5
2020,4,9,21,21.2,21.2,21.2
2020,4,9,22,12.3,12.3,12.3
2020,4,9,23,12.3,12.3,12.3
2020,4,9,24,12.7,12.7,12.7
2020,4,10,1,12.3,12.3,12.3
2020,4,10,2,12.7,12.7,12.7
2020,4,10,3,13.2,13.2,13.2
2020,4,10,4,25,25,25
2020,4,10,5,25,25,25
2020,4,10,6,37.3,37.3,37.3
2020,4,10,7,36.3,36.3,36.3
2020,4,10,8,36.3,36.3,36.3
2020,4,10,9,36.8,36.8,36.8
2020,4,10,10,36.3,36.3,36.3
2020,4,10,11,36.3,36.3,36.3
2020,4,10,12,36.8,36.8,36.8
2020,4,10,13,36.3,36.3,36.3
2020,4,10,14,35.8,35.8,35.8
2020,4,10,15,35.8,35.8,35.8
2020,4,10,16,35.4,35.4,35.4
2020,4,10,17,35.4,35.4,35.4
2020,4,10,18,36.8,36.8,36.8
2020,4,10,19,35.8,35.8,35.8
2020,4,10,20,35.4,35.4,35.4
2020,4,10,21,24.5,24.5,24.5
2020,4,10,22,23.1,23.1,23.1
2020,4,10,23,12.7,12.7,12.7
2020,4,10,24,12.3,12.3,12.3
2020,4,11,1,13.2,13.2,13.2
2020,4,11,2,12.7,12.7,12.7
2020,4,11,3,13.2,13.2,13.2
2020,4,11,4,14.2,14.2,14.2
2020,4,11,5,25.5,25.5,25.5
2020,4,11,6,24.5,24.5,24.5
2020,4,11,7,25.9,25.9,25.9
2020,4,11,8,37.7,37.7,37.7
2020,4,11,9,37.3,37.3,37.3
2020,4,11,10,38.2,38.2,38.2
2020,4,11,11,38.7,38.7,38.7
2020,4,11,12,37.3,37.3,37.3
2020,4,11,13,38.2,38.2,38.2
2020,4,11,14,37.3,37.3,37.3
2020,4,11,15,37.7,37.7,37.7
2020,4,11,16,37.7,37.7,37.7
2020,4,11,17,36.3,36.3,36.3
2020,4,11,18,35.4,35.4,35.4
2020,4,11,19,35.8,35.8,35.8
2020,4,11,20,35.8,35.8,35.8
2020,4,11,21,35.8,35.8,35.8
2020,4,11,22,35.4,35.4,35.4
2020,4,11,23,27.8,27.8,27.8
2020,4,11,24,25.5,25.5,25.5
2020,4,12,1,25,25,25
2020,4,12,2,25.9,25.9,25.9
2020,4,12,3,25.9,25.9,25.9
2020,4,12,4,27.8,27.8,27.8
2020,4,12,5,38.2,38.2,38.2
2020,4,12,6,38.2,38.2,38.2
2020,4,12,7,38.2,38.2,38.2
2020,4,12,8,38.2,38.2,38.2
2020,4,12,9,38.2,38.2,38.2
2020,4,12,10,38.2,38.2,38.2
2020,4,12,11,38.2,38.2,38.2
2020,4,12,12,38.2,38.2,38.2
2020,4,12,13,38.7,38.7,38.7
2020,4,12,14,38.2,38.2,38.2
2020,4,12,15,38.2,38.2,38.2
2020,4,12,16,37.7,37.7,37.7
2020,4,12,17,38.2,38.2,38.2
2020,4,12,18,37.7,37.7,37.7
2020,4,12,19,38.2,38.2,38.2
2020,4,12,20,37.7,37.7,37.7
2020,4,12,21,37.7,37.7,37.7
2020,4,12,22,37.7,37.7,37.7
2020,4,12,23,38.2,38.2,38.2
2020,4,12,24,37.7,37.7,37.7
2020,4,13,1,35.8,35.8,35.8
2020,4,13,2,37.3,37.3,37.3
2020,4,13,3,37.7,37.7,37.7
2020,4,13,4,37.3,37.3,37.3
2020,4,13,5,37.3,37.3,37.3
2020,4,13,6,37.7,37.7,37.7
2020,4,13,7,36.8,36.8,36.8
2020,4,13,8,38.2,38.2,38.2
2020,4,13,9,38.2,38.2,38.2
2020,4,13,10,38.7,38.7,38.7
2020,4,13,11,38.2,38.2,38.2
2020,4,13,12,37.7,37.7,37.7
2020,4,13,13,38.7,38.7,38.7
2020,4,13,14,38.2,38.2,38.2
2020,4,13,15,38.7,38.7,38.7
2020,4,13,16,37.7,37.7,37.7
2020,4,13,17,38.2,38.2,38.2
2020,4,13,18,38.2,38.2,38.2
2020,4,13,19,38.2,38.2,38.2
2020,4,13,20,38.7,38.7,38.7
2020,4,13,21,37.3,37.3,37.3
2020,4,13,22,37.7,37.7,37.7
2020,4,13,23,38.2,38.2,38.2
2020,4,13,24,38.2,38.2,38.2
2020,4,14,1,36.8,36.8,36.8
2020,4,14,2,36.8,36.8,36.8
2020,4,14,3,37.3,37.3,37.3
2020,4,14,4,37.3,37.3,37.3
2020,4,14,5,36.8,36.8,36.8
2020,4,14,6,36.8,36.8,36.8
2020,4,14,7,38.2,38.2,38.2
2020,4,14,8,38.2,38.2,38.2
2020,4,14,9,37.7,37.7,37.7
2020,4,14,10,38.7,38.7,38.7
2020,4,14,11,38.2,38.2,38.2
2020,4,14,12,38.7,38.7,38.7
2020,4,14,13,37.7,37.7,37.7
2020,4,14,14,38.7,38.7,38.7
2020,4,14,15,37.7,37.7,37.7
2020,4,14,16,38.7,38.7,38.7
2020,4,14,17,38.7,38.7,38.7
2020,4,14,18,36.8,36.8,36.8
2020,4,14,19,37.3,37.3,37.3
2020,4,14,20,35.4,35.4,35.4
2020,4,14,21,24.1,24.1,24.1
2020,4,14,22,24.1,24.1,24.1
2020,4,14,23,24.5,24.5,24.5
2020,4,14,24,24.1,24.1,24.1
2020,4,15,1,27.8,27.8,27.8
2020,4,15,2,27.4,27.4,27.4
2020,4,15,3,27.8,27.8,27.8
2020,4,15,4,28.3,28.3,28.3
2020,4,15,5,30.2,30.2,30.2
2020,4,15,6,38.2,38.2,38.2
2020,4,15,7,38.2,38.2,38.2
2020,4,15,8,39.2,39.2,39.2
2020,4,15,9,38.7,38.7,38.7
2020,4,15,10,38.2,38.2,38.2
2020,4,15,11,38.7,38.7,38.7
2020,4,15,12,37.7,37.7,37.7
2020,4,15,13,38.2,38.2,38.2
2020,4,15,14,37.7,37.7,37.7
2020,4,15,15,38.7,38.7,38.7
2020,4,15,16,38.2,38.2,38.2
2020,4,15,17,37.3,37.3,37.3
2020,4,15,18,37.3,37.3,37.3
2020,4,15,19,23.1,23.1,23.1
2020,4,15,20,12.3,12.3,12.3
2020,4,15,21,12.7,12.7,12.7
2020,4,15,22,12.3,12.3,12.3
2020,4,15,23,13.2,13.2,13.2
2020,4,15,24,12.7,12.7,12.7
2020,4,16,1,12.3,12.3,12.3
2020,4,16,2,12.7,12.7,12.7
2020,4,16,3,12.7,12.7,12.7
2020,4,16,4,17.9,17.9,17.9
2020,4,16,5,38.7,38.7,38.7
2020,4,16,6,38.2,38.2,38.2
2020,4,16,7,39.6,39.6,39.6
2020,4,16,8,38.2,38.2,38.2
2020,4,16,9,38.7,38.7,38.7
2020,4,16,10,36.8,36.8,36.8
2020,4,16,11,37.7,37.7,37.7
2020,4,16,12,38.2,38.2,38.2
2020,4,16,13,38.2,38.2,38.2
2020,4,16,14,38.2,38.2,38.2
2020,4,16,15,38.2,38.2,38.2
2020,4,16,16,37.7,37.7,37.7
2020,4,16,17,37.7,37.7,37.7
2020,4,16,18,37.7,37.7,37.7
2020,4,16,19,25,25,25
2020,4,16,20,24.5,24.5,24.5
2020,4,16,21,24.5,24.5,24.5
2020,4,16,22,25,25,25
2020,4,16,23,17,17,17
2020,4,16,24,12.7,12.7,12.7
2020,4,17,1,12.7,12.7,12.7
2020,4,17,2,12.3,12.3,12.3
2020,4,17,3,12.7,12.7,12.7
2020,4,17,4,24.5,24.5,24.5
2020,4,17,5,25.9,25.9,25.9
2020,4,17,6,25.9,25.9,25.9
2020,4,17,7,26.9,26.9,26.9
2020,4,17,8,38.7,38.7,38.7
2020,4,17,9,38.7,38.7,38.7
2020,4,17,10,38.7,38.7,38.7
2020,4,17,11,39.2,39.2,39.2
2020,4,17,12,38.7,38.7,38.7
2020,4,17,13,38.7,38.7,38.7
2020,4,17,14,38.7,38.7,38.7
2020,4,17,15,39.2,39.2,39.2
2020,4,17,16,38.7,38.7,38.7
2020,4,17,17,38.2,38.2,38.2
2020,4,17,18,32.5,32.5,32.5
2020,4,17,19,25.9,25.9,25.9
2020,4,17,20,25.5,25.5,25.5
2020,4,17,21,24.5,24.5,24.5
2020,4,17,22,12.3,12.3,12.3
2020,4,17,23,12.7,12.7,12.7
2020,4,17,24,12.7,12.7,12.7
2020,4,18,1,12.7,12.7,12.7
2020,4,18,2,12.7,12.7,12.7
2020,4,18,3,12.7,12.7,12.7
2020,4,18,4,12.7,12.7,12.7
2020,4,18,5,13.2,13.2,13.2
2020,4,18,6,25.5,25.5,25.5
2020,4,18,7,27.4,27.4,27.4
2020,4,18,8,38.2,38.2,38.2
2020,4,18,9,38.7,38.7,38.7
2020,4,18,10,38.7,38.7,38.7
2020,4,18,11,38.2,38.2,38.2
2020,4,18,12,39.2,39.2,39.2
2020,4,18,13,38.2,38.2,38.2
2020,4,18,14,38.7,38.7,38.7
2020,4,18,15,38.2,38.2,38.2
2020,4,18,16,38.2,38.2,38.2
2020,4,18,17,37.7,37.7,37.7
2020,4,18,18,34,34,34
2020,4,18,19,18.9,18.9,18.9
2020,4,18,20,14.2,14.2,14.2
2020,4,18,21,12.7,12.7,12.7
2020,4,18,22,13.2,13.2,13.2
2020,4,18,23,12.7,12.7,12.7
2020,4,18,24,12.7,12.7,12.7
2020,4,19,1,13.2,13.2,13.2
2020,4,19,2,13.2,13.2,13.2
2020,4,19,3,13.2,13.2,13.2
2020,4,19,4,26.4,26.4,26.4
2020,4,19,5,38.2,38.2,38.2
2020,4,19,6,38.2,38.2,38.2
2020,4,19,7,39.6,39.6,39.6
2020,4,19,8,38.2,38.2,38.2
2020,4,19,9,39.2,39.2,39.2
2020,4,19,10,38.2,38.2,38.2
2020,4,19,11,38.7,38.7,38.7
2020,4,19,12,38.7,38.7,38.7
2020,4,19,13,38.7,38.7,38.7
2020,4,19,14,38.2,38.2,38.2
2020,4,19,15,38.7,38.7,38.7
2020,4,19,16,38.2,38.2,38.2
2020,4,19,17,38.7,38.7,38.7
2020,4,19,18,38.7,38.7,38.7
2020,4,19,19,38.2,38.2,38.2
2020,4,19,20,36.3,36.3,36.3
2020,4,19,21,22.2,22.2,22.2
2020,4,19,22,15.6,15.6,15.6
2020,4,19,23,12.7,12.7,12.7
2020,4,19,24,13.7,13.7,13.7
2020,4,20,1,13.7,13.7,13.7
2020,4,20,2,13.2,13.2,13.2
2020,4,20,3,23.6,23.6,23.6
2020,4,20,4,38.7,38.7,38.7
2020,4,20,5,38.2,38.2,38.2
2020,4,20,6,39.2,39.2,39.2
2020,4,20,7,38.7,38.7,38.7
2020,4,20,8,39.2,39.2,39.2
2020,4,20,9,38.7,38.7,38.7
2020,4,20,10,37.3,37.3,37.3
2020,4,20,11,36.8,36.8,36.8
2020,4,20,12,37.7,37.7,37.7
2020,4,20,13,38.2,38.2,38.2
2020,4,20,14,38.7,38.7,38.7
2020,4,20,15,38.2,38.2,38.2
2020,4,20,16,38.7,38.7,38.7
2020,4,20,17,38.2,38.2,38.2
2020,4,20,18,38.7,38.7,38.7
2020,4,20,19,38.2,38.2,38.2
2020,4,20,20,38.2,38.2,38.2
2020,4,20,21,34,34,34
2020,4,20,22,25.5,25.5,25.5
2020,4,20,23,12.7,12.7,12.7
2020,4,20,24,9.9,9.9,9.9
2020,4,21,1,12.7,12.7,12.7
2020,4,21,2,16.5,16.5,16.5
2020,4,21,3,25.5,25.5,25.5
2020,4,21,4,36.3,36.3,36.3
2020,4,21,5,39.2,39.2,39.2
2020,4,21,6,38.7,38.7,38.7
2020,4,21,7,38.2,38.2,38.2
2020,4,21,8,39.2,39.2,39.2
2020,4,21,9,38.2,38.2,38.2
2020,4,21,10,38.2,38.2,38.2
2020,4,21,11,37.7,37.7,37.7
2020,4,21,12,37.7,37.7,37.7
2020,4,21,13,37.7,37.7,37.7
2020,4,21,14,39.2,39.2,39.2
2020,4,21,15,38.7,38.7,38.7
2020,4,21,16,37.3,37.3,37.3
2020,4,21,17,37.3,37.3,37.3
2020,4,21,18,36.8,36.8,36.8
2020,4,21,19,37.7,37.7,37.7
2020,4,21,20,35.8,35.8,35.8
2020,4,21,21,25.5,25.5,25.5
2020,4,21,22,25.9,25.9,25.9
2020,4,21,23,24.5,24.5,24.5
2020,4,21,24,24.5,24.5,24.5
2020,4,22,1,25.9,25.9,25.9
2020,4,22,2,25.9,25.9,25.9
2020,4,22,3,26.4,26.4,26.4
2020,4,22,4,38.2,38.2,38.2
2020,4,22,5,38.7,38.7,38.7
2020,4,22,6,39.2,39.2,39.2
2020,4,22,7,38.7,38.7,38.7
2020,4,22,8,37.7,37.7,37.7
2020,4,22,9,38.2,38.2,38.2
2020,4,22,10,37.7,37.7,37.7
2020,4,22,11,38.2,38.2,38.2
2020,4,22,12,37.7,37.7,37.7
2020,4,22,13,39.2,39.2,39.2
2020,4,22,14,38.2,38.2,38.2
2020,4,22,15,39.6,39.6,39.6
2020,4,22,16,37.7,37.7,37.7
2020,4,22,17,38.2,38.2,38.2
2020,4,22,18,24.5,24.5,24.5
2020,4,22,19,25.5,25.5,25.5
2020,4,22,20,24.1,24.1,24.1
2020,4,22,21,12.3,12.3,12.3
2020,4,22,22,12.7,12.7,12.7
2020,4,22,23,10.9,10.9,10.9
2020,4,22,24,10.4,10.4,10.4
2020,4,23,1,12.7,12.7,12.7
2020,4,23,2,13.7,13.7,13.7
2020,4,23,3,25.5,25.5,25.5
2020,4,23,4,26.4,26.4,26.4
2020,4,23,5,25.5,25.5,25.5
2020,4,23,6,27.4,27.4,27.4
2020,4,23,7,38.7,38.7,38.7
2020,4,23,8,38.7,38.7,38.7
2020,4,23,9,39.2,39.2,39.2
2020,4,23,10,38.2,38.2,38.2
2020,4,23,11,38.2,38.2,38.2
2020,4,23,12,38.2,38.2,38.2
2020,4,23,13,38.2,38.2,38.2
2020,4,23,14,38.7,38.7,38.7
2020,4,23,15,37.7,37.7,37.7
2020,4,23,16,38.7,38.7,38.7
2020,4,23,17,37.7,37.7,37.7
2020,4,23,18,36.8,36.8,36.8
2020,4,23,19,37.3,37.3,37.3
2020,4,23,20,34.4,34.4,34.4
2020,4,23,21,25,25,25
2020,4,23,22,17,17,17
2020,4,23,23,12.3,12.3,12.3
2020,4,23,24,12.3,12.3,12.3
2020,4,24,1,13.2,13.2,13.2
2020,4,24,2,12.7,12.7,12.7
2020,4,24,3,26.4,26.4,26.4
2020,4,24,4,38.7,38.7,38.7
2020,4,24,5,38.2,38.2,38.2
2020,4,24,6,38.7,38.7,38.7
2020,4,24,7,38.7,38.7,38.7
2020,4,24,8,37.7,37.7,37.7
2020,4,24,9,38.7,38.7,38.7
2020,4,24,10,38.2,38.2,38.2
2020,4,24,11,38.7,38.7,38.7
2020,4,24,12,38.2,38.2,38.2
2020,4,24,13,38.2,38.2,38.2
2020,4,24,14,38.7,38.7,38.7
2020,4,24,15,38.2,38.2,38.2
2020,4,24,16,38.2,38.2,38.2
2020,4,24,17,38.2,38.2,38.2
2020,4,24,18,16.5,16.5,16.5
2020,4,24,19,4.7,4.7,4.7
2020,4,24,20,3.8,3.8,3.8
2020,4,24,21,4.2,4.2,4.2
2020,4,24,22,3.8,3.8,3.8
2020,4,24,23,3.8,3.8,3.8
2020,4,24,24,3.8,3.8,3.8
2020,4,25,1,3.8,3.8,3.8
2020,4,25,2,3.8,3.8,3.8
2020,4,25,3,3.8,3.8,3.8
2020,4,25,4,3.8,3.8,3.8
2020,4,25,5,6.6,6.6,6.6
2020,4,25,6,13.7,13.7,13.7
2020,4,25,7,25.9,25.9,25.9
2020,4,25,8,25.9,25.9,25.9
2020,4,25,9,38.2,38.2,38.2
2020,4,25,10,39.2,39.2,39.2
2020,4,25,11,38.7,38.7,38.7
2020,4,25,12,38.7,38.7,38.7
2020,4,25,13,38.7,38.7,38.7
2020,4,25,14,39.2,39.2,39.2
2020,4,25,15,38.7,38.7,38.7
2020,4,25,16,38.7,38.7,38.7
2020,4,25,17,38.2,38.2,38.2
2020,4,25,18,38.2,38.2,38.2
2020,4,25,19,16,16,16
2020,4,25,20,12.7,12.7,12.7
2020,4,25,21,12.3,12.3,12.3
2020,4,25,22,12.7,12.7,12.7
2020,4,25,23,10.9,10.9,10.9
2020,4,25,24,9.4,9.4,9.4
2020,4,26,1,13.2,13.2,13.2
2020,4,26,2,12.7,12.7,12.7
2020,4,26,3,13.2,13.2,13.2
2020,4,26,4,12.7,12.7,12.7
2020,4,26,5,13.2,13.2,13.2
2020,4,26,6,13.2,13.2,13.2
2020,4,26,7,13.7,13.7,13.7
2020,4,26,8,25.9,25.9,25.9
2020,4,26,9,28.3,28.3,28.3
2020,4,26,10,38.2,38.2,38.2
2020,4,26,11,39.2,39.2,39.2
2020,4,26,12,38.7,38.7,38.7
2020,4,26,13,38.2,38.2,38.2
2020,4,26,14,39.6,39.6,39.6
2020,4,26,15,38.2,38.2,38.2
2020,4,26,16,38.7,38.7,38.7
2020,4,26,17,37.7,37.7,37.7
2020,4,26,18,38.2,38.2,38.2
